database_id,dev_code,mapping_title,api_title,introduction,status,error
658,,Glitch Street (Title),Glitch Street (Title),,empty,
659,,Golden Shangri-la（OST）,Golden Shangri-la（OST）,,empty,
660,,Oriental Drop（OST）,Oriental Drop（OST）,,empty,
661,,The Dragon Express（OST）,The Dragon Express（OST）,,empty,
662,,Oriental Bounce （OST）,Oriental Bounce （OST）,,empty,
663,,Rendezvous（OST）,Rendezvous（OST）,,empty,
664,,Rendezvous Recorder ver（OST）,Rendezvous Recorder ver（OST）,,empty,
665,,SHANHAIJING Tragicomedy（OST）,SHANHAIJING Tragicomedy（OST）,,empty,
666,,Let me go Seaside（OST）,Let me go Seaside（OST）,,empty,
667,,Tremendous Celebration（OST）,Tremendous Celebration（OST）,,empty,
668,,Bluemark Canvas（OST）,Bluemark Canvas（OST）,,empty,
669,,Flip Flap Festival!（OST）,Flip Flap Festival!（OST）,,empty,
670,,P.A.J.A.M.A Sleep Over（OST）,P.A.J.A.M.A Sleep Over（OST）,,empty,
671,,Expo Festa（OST）,Expo Festa（OST）,,empty,
672,,Gregorius I Symphony（OST）,Gregorius I Symphony（OST）,,empty,
673,,Fury of Set（OST）,Fury of Set（OST）,,empty,
674,,0k@eri（OST）,0k@eri（OST）,,empty,
675,,Realm Rumble（OST）,Realm Rumble（OST）,,empty,
676,,HIGH5LANDER（OST）,HIGH5LANDER（OST）,,empty,
677,,Sudden Onset Disaster（OST）,Sudden Onset Disaster（OST）,,empty,
678,,Achromatic Prism（OST）,Achromatic Prism（OST）,,empty,
679,,U-n.I（OST）,U-n.I（OST）,,empty,
680,,Shoujo Sorrow（OST）,Shoujo Sorrow（OST）,,empty,
681,,Shoujo Delight（OST）,Shoujo Delight（OST）,,empty,
682,,U mak3 m3 smil3（OST）,U mak3 m3 smil3（OST）,,empty,
683,,Dazzle Everyday（OST）,Dazzle Everyday（OST）,,empty,
684,,Miracle（OST）,Miracle（OST）,,empty,
685,,Candy Step（OST）,Candy Step（OST）,,empty,
686,,Tomodachi OneStep (Korean Version),Tomodachi OneStep (Korean Version),圣三一偶像活动的演奏曲《トモダチOneStep》的韩语版本。,ok,
687,,Tomodachi OneStep (Korean Short Version),Tomodachi OneStep (Korean Short Version),圣三一偶像活动的演奏曲《トモダチOneStep》的韩语短版本。,ok,
688,,Twinkle☆Magic,Twinkle☆Magic,"Composition & Arrangement KARUT
Lyrics Z:U
Vocal Tuning TSK
Mixing & Mastering KARUT
Vocal Utazumi Sakurako (CV. Lee Daeun)
Chorus Wakaba Hinata (CV. Song Harim), Iochi Mari (CV. Shin Nari)",ok,
689,,Twinkle☆Magic (Instrumental),Twinkle☆Magic (Instrumental),"Composition & Arrangement KARUT
Lyrics Z:U
Vocal Tuning TSK
Mixing & Mastering KARUT
Vocal Utazumi Sakurako (CV. Lee Daeun)
Chorus Wakaba Hinata (CV. Song Harim), Iochi Mari (CV. Shin Nari)",ok,
690,,"Sensei, do you prefer tea first, or milk first","Sensei, do you prefer tea first, or milk first","Composition & Arrangement KARUT
Lyrics Z:U
Vocal Tuning TSK
Mixing & Mastering KARUT
Vocal Utazumi Sakurako (CV. Lee Daeun)
Chorus Wakaba Hinata (CV. Song Harim), Iochi Mari (CV. Shin Nari)",ok,
691,Theme_230,Succession,Succession,此刻，正是理念碰撞的时刻,ok,
692,Theme_231,Oukaranman,Oukaranman,在这片白雪覆盖的百鬼夜行北部自治区，将会发生怎样的故事——,ok,
693,Theme_246,Theme_246,Theme_246,两代勘解由小路家族族人的对峙,ok,
694,Theme_279,Theme_279,Theme_279,令人不安的，诡谲的怪谈,ok,
695,Theme_280,Lonely Flower,Lonely Flower,委员长之间，终于坦诚相待,ok,
696,,P.A.J.A.M.A Sleep Over (Jazz Fusion Arrange),P.A.J.A.M.A Sleep Over (Jazz Fusion Arrange),">Composed by KARUT
Rearranged by Yoo Kyunghwan
Bass Yoo Kyunghwan
Guitar Jung Dongjun (JuNN)
Drum Kang Seokgwon
Piano Cho Yeeyoung",ok,
697,,Bunny Bunny Carrot Carrot (Fusion Electronic Arrange),Bunny Bunny Carrot Carrot (Fusion Electronic Arrange),">Composed by Mitsukiyo
Rearranged by Lee Jonghyuk (NECORD)",ok,
698,,Pixel Time (Bossa Nova Arrange),Pixel Time (Bossa Nova Arrange),">Composed by Mitsukiyo (STUDIOALOH)
Rearranged by seibin (STUDIOALOH)",ok,
699,,Operation☆DOTABATA! (Latin Arrange),Operation☆DOTABATA! (Latin Arrange),">Composed by Mitsukiyo (STUDIOALOH)
Rearranged by Mitsukiyo (STUDIOALOH)",ok,
700,,FEEEEVER TIME (CHIIIILL Arrange),FEEEEVER TIME (CHIIIILL Arrange),">Composed by Nor
Rearranged by Sangnoksu",ok,
701,,Indoor Outdoor (Unplugged Arrange),Indoor Outdoor (Unplugged Arrange),">Composed by Nor
Rearranged by Z:U (STUDIOALOH)",ok,
702,,Goal wo Nerae! (Acoustic Arrange),Goal wo Nerae! (Acoustic Arrange),">Composed by KARUT (STUDIOALOH)
Rearranged by Sung Sangmin (NECORD)",ok,
703,,Shooting Athletes (Chilling Athletes Arrange),Shooting Athletes (Chilling Athletes Arrange),">Composed by KARUT (STUDIOALOH)
Rearranged by ChestnutWhale",ok,
704,,Sweet Allegro (Lo-fi Arrange),Sweet Allegro (Lo-fi Arrange),">Composed by EmoCosine
Rearranged by kaon (STUDIOALOH)",ok,
705,,Utaha no Uta (Lo-fi & Chill Arrange),Utaha no Uta (Lo-fi & Chill Arrange),">Composed by KARUT
Rearranged by Ahn Sooeung & Yoo Jongho (NECORD)",ok,
706,,优香的泡面计时器,优香的泡面计时器,,empty,
707,,诺亚的晨唤语音,诺亚的晨唤语音,,empty,
708,,优香的熟睡辅助语音,优香的熟睡辅助语音,,empty,
709,,诺亚是你的伸展教练,诺亚是你的伸展教练,,empty,
710,,パトランプハーモニー！,パトランプハーモニー！,"> ブルーアーカイブ　青春あんさんぶる Vol.12 「ヴァルキューレ」
ヴァルキューレ《カンナ(CV:松岡美里)、キリノ(CV:中島優衣)、フブキ(CV:平山笑美)》",ok,
711,,パトランプハーモニー！(Instrumental Ver.),パトランプハーモニー！(Instrumental Ver.),> ヴァルキューレ《カンナ(CV:松岡美里)、キリノ(CV:中島優衣)、フブキ(CV:平山笑美)》,ok,
712,,ボイスドラマ Vol.12「こちらヴァルキューレ、市民の皆様にお伝えします！」,ボイスドラマ Vol.12「こちらヴァルキューレ、市民の皆様にお伝えします！」,> ヴァルキューレ《カンナ(CV:松岡美里)、キリノ(CV:中島優衣)、フブキ(CV:平山笑美)》,ok,
713,,イマハカラメル ―Sweeten Up Later,イマハカラメル ―Sweeten Up Later,"> ブルーアーカイブ　絆ダイアローグ Vol.12 「ヨシミ」
ヨシミ(CV:真野あゆみ)",ok,
714,,イマハカラメル ―Sweeten Up Later(Instrumental Ver.),イマハカラメル ―Sweeten Up Later(Instrumental Ver.),"> ブルーアーカイブ　絆ダイアローグ Vol.12 「ヨシミ」
ヨシミ(CV:真野あゆみ)",ok,
715,,Dialogue Vol.12「甘いお菓子と乙女の心得」,Dialogue Vol.12「甘いお菓子と乙女の心得」,"> ブルーアーカイブ　絆ダイアローグ Vol.12 「ヨシミ」
ヨシミ(CV:真野あゆみ)",ok,
716,,憧れの日々,憧れの日々,"> ブルーアーカイブ　絆ダイアローグ Vol.13 「フウカ」
フウカ(CV:ファイルーズあい)",ok,
717,,憧れの日々(Instrumental Ver.),憧れの日々(Instrumental Ver.),"> ブルーアーカイブ　絆ダイアローグ Vol.13 「フウカ」
フウカ(CV:ファイルーズあい)",ok,
718,,Dialogue Vol.13「たまには、優雅な休息を」,Dialogue Vol.13「たまには、優雅な休息を」,"> ブルーアーカイブ　絆ダイアローグ Vol.13 「フウカ」
フウカ(CV:ファイルーズあい)",ok,
719,Theme_289,Summer Survival!,Summer Survival!,活动「百花竞争唯一朵 ～ 堂堂正正，水上决胜 ～  」活动曲,ok,
721,,夕映えの約束,夕映えの約束,https://nex-tone.link/A00196324,ok,
722,,夕映えの約束(instrumental Ver.),夕映えの約束(instrumental Ver.),https://nex-tone.link/A00196324,ok,
723,,笑顔 はなまる Happy Day,笑顔 はなまる Happy Day,"> 梅花園が歌う「笑顔 はなまる Happy Day」を収録！さらにアルバム版では、ボイスドラマ Vol.13「大怪獣バイカゴン現る！」も収録！

https://nex-tone.link/A00197545",ok,
724,,笑顔 はなまる Happy Day(Instrumental Ver.),笑顔 はなまる Happy Day(Instrumental Ver.),"> 梅花園が歌う「笑顔 はなまる Happy Day」を収録！さらにアルバム版では、ボイスドラマ Vol.13「大怪獣バイカゴン現る！」も収録！

https://nex-tone.link/A00197545",ok,
725,,大怪獣バイカゴン現る！,大怪獣バイカゴン現る！,"> 梅花園が歌う「笑顔 はなまる Happy Day」を収録！さらにアルバム版では、ボイスドラマ Vol.13「大怪獣バイカゴン現る！」も収録！

https://nex-tone.link/A00197545",ok,
726,,"Hand in Hand, Heart in Heart","Hand in Hand, Heart in Heart","> ノノミが歌う「Hand in Hand, Heart in Heart」を収録！さらにアルバム版では、Dialogue Vol.14「アビドスアイドルプロジェクトの足跡」も収録！

https://nex-tone.link/A00197543",ok,
727,,"Hand in Hand, Heart in Heart(Instrumental Ver.)","Hand in Hand, Heart in Heart(Instrumental Ver.)","> ノノミが歌う「Hand in Hand, Heart in Heart」を収録！さらにアルバム版では、Dialogue Vol.14「アビドスアイドルプロジェクトの足跡」も収録！

https://nex-tone.link/A00197543",ok,
728,,アビドスアイドルプロジェクトの足跡,アビドスアイドルプロジェクトの足跡,"> ノノミが歌う「Hand in Hand, Heart in Heart」を収録！さらにアルバム版では、Dialogue Vol.14「アビドスアイドルプロジェクトの足跡」も収録！

https://nex-tone.link/A00197543",ok,
729,,記憶と記録の間に,記憶と記録の間に,"> ノアが歌う「記憶と記録の間に」を収録！さらにアルバム版では、Dialogue Vol.15「Eau de Noaはどこまでも透明なのに」も収録！

https://nex-tone.link/A00197544",ok,
730,,記憶と記録の間に(Instrumental Ver.),記憶と記録の間に(Instrumental Ver.),"> ノアが歌う「記憶と記録の間に」を収録！さらにアルバム版では、Dialogue Vol.15「Eau de Noaはどこまでも透明なのに」も収録！

https://nex-tone.link/A00197544",ok,
731,,Eau de Noaはどこまでも透明なのに,Eau de Noaはどこまでも透明なのに,"> ノアが歌う「記憶と記録の間に」を収録！さらにアルバム版では、Dialogue Vol.15「Eau de Noaはどこまでも透明なのに」も収録！

https://nex-tone.link/A00197544",ok,
732,Theme_291,Shining Seaside,Shining Seaside,活动「夏空下的约定」活动曲,ok,
733,Theme_292,Theme_292,Theme_292,在海边的轻松悠闲的时光,ok,
734,Theme_293,Theme_293,Theme_293,,empty,
735,Theme_294,Theme_294,Theme_294,,empty,
736,Theme_295,Theme_295,Theme_295,Hip-hop风格的曲子，很符合兰舞一贯的风格,ok,
737,Theme_298,You’re My Princess,You’re My Princess,星空海滨下与公主的约定,ok,
738,Theme_299,Theme_299,Theme_299,,empty,
739,Theme_300,Theme_300,Theme_300,和茶话会主持者一起在海边休憩的时光,ok,
740,,Romantic Seaside (Game ver.),Romantic Seaside (Game ver.),活动剧情「夏空下的约定」ED。和茶话会的大家在海边驰骋吧！,ok,
741,,Love Parade (Feat. DovIvI),Love Parade (Feat. DovIvI),,empty,
742,,Love Parade (Instrumental),Love Parade (Instrumental),,empty,
743,,有时候的时候,有时候的时候,"国服二周年主题曲。
词：Sakula小舞
曲： HJLL
编曲：S 9 ryne",ok,
744,,有时候的时候 (伴奏),有时候的时候 (伴奏),"国服二周年主题曲。
词：Sakula小舞
曲： HJLL
编曲：S 9 ryne",ok,
745,Theme_249,Music for Your Soul,Music for Your Soul,旋律充满艺术感的同时，又不失一丝俏皮,ok,
746,Theme_243,Our Hearts,Our Hearts,追逐艺术的少女想要实现的愿望,ok,
747,Theme_254,OOZ0RA,OOZ0RA,,empty,
748,Theme_281,Laboratorium Occultum,Laboratorium Occultum,活动「我们是神秘学研究会！ ～ 学院怪异与远古咒语 ～ 」活动曲。欢迎来到狂猎艺术学院！,ok,
751,Theme_283,4You Harmonica Arrange,4You Harmonica Arrange,昴的口琴声，承载着不忍卒读的回忆和对未来的希冀,ok,
752,Theme_285,Theme_285,Theme_285,不堪回首的回忆,ok,
753,Theme_287,Theme_287,Theme_287,,empty,
754,Theme_296,Wachawacha Rush,Wachawacha Rush,活动「献给谁的艺术 ～ 赝品之画与美学的归宿 ～ 」活动曲,ok,
755,Theme_297,Theme_297,Theme_297,昴思考时的曲子，口琴的旋律总是让人思绪万千,ok,
756,,Sparkle Express (MV ver.),Sparkle Express (MV ver.),"Song by EmoCosine
Vocal Serentium",ok,
757,,HIGH5LANDER Eurobeat Remix,HIGH5LANDER Eurobeat Remix,"Track by Nor
Remixed by KARUT (STUDIOALOH)
Guitar Jung Dongjun (JuNN)",ok,
758,,Romantic Seaside,Romantic Seaside,,empty,
759,,Romantic Seaside(Drama Ver.),Romantic Seaside(Drama Ver.),,empty,
760,,Romantic Seaside(Drama Short Ver.),Romantic Seaside(Drama Short Ver.),,empty,
761,,Romantic Seaside(Instrumental Ver.),Romantic Seaside(Instrumental Ver.),,empty,
762,,Romantic Seaside(Short Instrumental Ver.),Romantic Seaside(Short Instrumental Ver.),,empty,
763,,看板娘のヒミツ素顔,看板娘のヒミツ素顔,,empty,
764,,看板娘のヒミツ素顔(Instrumental Ver.),看板娘のヒミツ素顔(Instrumental Ver.),,empty,
765,,Dialogue Vol.16「お祭りを楽しむ、1人の少女として。」,Dialogue Vol.16「お祭りを楽しむ、1人の少女として。」,,empty,
766,,発明！ロマン！Engineer Dream！！,発明！ロマン！Engineer Dream！！,,empty,
767,,発明！ロマン！Engineer Dream！！(Instrumental Ver.),発明！ロマン！Engineer Dream！！(Instrumental Ver.),,empty,
768,,ボイスドラマVol.14「夢のロマン・ピザマシン誕生」,ボイスドラマVol.14「夢のロマン・ピザマシン誕生」,,empty,
769,,アスナのまにまに？,アスナのまにまに？,,empty,
770,,02-アスナのまにまに？(Instrumental Ver.),02-アスナのまにまに？(Instrumental Ver.),,empty,
771,,Dialogue Vol.17「アスナも歩けば幸運に当たる。」,Dialogue Vol.17「アスナも歩けば幸運に当たる。」,,empty,
772,Theme_302,Someday Certainly inst arrange,Someday Certainly inst arrange,活动「魔法少女的重火力 ～ 艾拉的野心与正义的资格 ～ 」活动曲。来成为魔法少女吧！,ok,
773,Theme_303,Theme_303,Theme_303,很容易让人联想起游乐场的庆典的曲子,ok,
774,Theme_332,Theme_332,Theme_332,,empty,
775,Theme_333,Theme_333,Theme_333,,empty,
776,,Someday Certainly (Game Ver.),Someday Certainly (Game Ver.),,empty,
777,,Irodori Canvas (EN Ver.),Irodori Canvas (EN Ver.),,empty,
778,,Kokoro Gradation (JP Ver.),Kokoro Gradation (JP Ver.),,empty,
779,Theme_282,Theme_282,Theme_282,,empty,
780,Theme_284,Theme_284,Theme_284,,empty,
781,Theme_286,Theme_286,Theme_286,,empty,
782,Theme_288,Theme_288,Theme_288,,empty,
783,Theme_297_Inst2,游戏内曲目 | Theme_297_Inst2 | 剧情,Theme_297_Inst2,,empty,
784,,마음 그라데이션 / Kokoro Gradation (Korean Ver.) (MV ver.),마음 그라데이션 / Kokoro Gradation (Korean Ver.) (MV ver.),,empty,
785,,Kokoro Gradation (EN Ver.) (by Raon),Kokoro Gradation (EN Ver.) (by Raon),,empty,
786,Theme_317,OTKMARCHING!,OTKMARCHING!,活动「冬空の文芸復興～健全なる文化の交流について～」用曲,ok,
787,,온도 / 溫度,온도 / 溫度,来源于https://www.youtube.com/watch?v=GwiGZBnbmEc,ok,
788,,Sparkle Express (feat. Serentium),Sparkle Express (feat. Serentium),,empty,
789,,Sparkle Express (Backing Track),Sparkle Express (Backing Track),,empty,
790,,Kokoro Gradation (Korean Version),Kokoro Gradation (Korean Version),,empty,
791,,Kokoro Gradation (Instrumental),Kokoro Gradation (Instrumental),,empty,
792,,Let's Go With...,Let's Go With...,,empty,
793,,Let's Go With...(Instrumental Ver.),Let's Go With...(Instrumental Ver.),,empty,
794,,Someday Certainly,Someday Certainly,,empty,
795,,Someday Certainly(Short Ver.),Someday Certainly(Short Ver.),,empty,
796,,Someday Certainly(Instrumental Ver.),Someday Certainly(Instrumental Ver.),,empty,
797,,Someday Certainly(Short Instrumental Ver.),Someday Certainly(Short Instrumental Ver.),,empty,
798,,黒翼が奏でる正義,黒翼が奏でる正義,,empty,
799,,黒翼が奏でる正義(Instrumental Ver.),黒翼が奏でる正義(Instrumental Ver.),,empty,
800,,紡ぐ時間,紡ぐ時間,,empty,
801,,紡ぐ時間(Instrumental Ver.),紡ぐ時間(Instrumental Ver.),,empty,
802,,Dialogue Vol.18「待機への期待～先生を添えて～」,Dialogue Vol.18「待機への期待～先生を添えて～」,,empty,
803,,Happy×Smiley,Happy×Smiley,,empty,
804,,Happy×Smiley(Instrumental Ver.),Happy×Smiley(Instrumental Ver.),,empty,
805,,Dialogue Vol.19「朝顔ハナエの健康のススメ！」,Dialogue Vol.19「朝顔ハナエの健康のススメ！」,,empty,
806,Theme_227,Encountered,Encountered,,empty,
807,Theme_318,Run Way My Way,Run Way My Way,,empty,
808,,Warmth,Warmth,,empty,
809,,Warmth (Instrumental),Warmth (Instrumental),,empty,
810,,"I was waiting for you, Sensei","I was waiting for you, Sensei",,empty,
811,,Romantic Seaside (Korean Version),Romantic Seaside (Korean Version),,empty,
812,,Romantic Seaside (Korean Drama Version),Romantic Seaside (Korean Drama Version),,empty,
813,,Romantic Seaside (Korean Short Drama Version),Romantic Seaside (Korean Short Drama Version),,empty,
814,,Romantic Seaside (Backing Track),Romantic Seaside (Backing Track),,empty,
815,,Romantic Seaside (Short Backing Track),Romantic Seaside (Short Backing Track),,empty,
816,,PRST Academy（OST）,PRST Academy（OST）,PRST Academy的原声OST收录版本,ok,
817,,PRST Marching（OST）,PRST Marching（OST）,PRST Marching的原声OST收录版本,ok,
818,,Merry blue（OST）,Merry blue（OST）,Merry blue的原声OST收录版本,ok,
819,,nesno wons（OST）,nesno wons（OST）,Nesno wons的原声OST收录版本,ok,
820,,OTKPARA!（OST）,OTKPARA!（OST）,OTKPARA!的原声OST收录版本,ok,
821,,Scarlet Chrysanthemum（OST）,Scarlet Chrysanthemum（OST）,Scarlet Chrysanthemum的原声OST收录版本,ok,
822,,Sugary Holiday（OST）,Sugary Holiday（OST）,Sugary Holiday的原声OST收录版本,ok,
823,,DAN! DAN!! INVADER!!!（OST）,DAN! DAN!! INVADER!!!（OST）,DAN! DAN!! INVADER!!!的原声OST收录版本,ok,
824,,Mission Possible（OST）,Mission Possible（OST）,Mission Possible的原声OST收录版本,ok,
825,,The Runaway Until You Die（OST）,The Runaway Until You Die（OST）,The Runaway Until You Die的原声OST收录版本,ok,
826,,Play Ball!（OST）,Play Ball!（OST）,Play Ball!的原声OST收录版本,ok,
827,,Music for Your Soul（OST）,Music for Your Soul（OST）,Music for Your Soul的原声OST收录版本,ok,
828,,WE'RE CCC（OST）,WE'RE CCC（OST）,WE'RE CCC的原声OST收录版本,ok,
829,,Odekake（OST）,Odekake（OST）,Odekake的原声OST收录版本,ok,
830,,Starry Night（OST）,Starry Night（OST）,Starry Night的原声OST收录版本,ok,
831,,It Takes Two To Tiramisu（OST）,It Takes Two To Tiramisu（OST）,It Takes Two To Tiramisu的原声OST收录版本,ok,
832,,Metal † Crisis（OST）,Metal † Crisis（OST）,Metal † Crisis的原声OST收录版本,ok,
833,,Bishoujo tachi no Cliché（OST）,Bishoujo tachi no Cliché（OST）,Bishoujo tachi no Cliché的原声OST收录版本,ok,
834,,OHAYOU Daily morning（OST）,OHAYOU Daily morning（OST）,OHAYOU Daily morning的原声OST收录版本,ok,
835,,Starry Sky（OST）,Starry Sky（OST）,Starry Sky的原声OST收录版本,ok,
836,,Our Oath（OST）,Our Oath（OST）,Our Oath的原声OST收录版本,ok,
837,,Peaceful Day（OST）,Peaceful Day（OST）,Peaceful Day的原声OST收录版本,ok,
838,,NekoTime（OST）,NekoTime（OST）,NekoTime的原声OST收录版本,ok,
839,,InuTime（OST）,InuTime（OST）,InuTime的原声OST收录版本,ok,
840,,Playful Maniac（OST）,Playful Maniac（OST）,Playful Maniac的原声OST收录版本,ok,
841,,Sweet Allegro（OST）,Sweet Allegro（OST）,Sweet Allegro的原声OST收录版本,ok,
842,,The Loop of Life（OST）,The Loop of Life（OST）,The Loop of Life的原声OST收录版本,ok,
843,,Funk 4 Dummies（OST）,Funk 4 Dummies（OST）,Funk 4 Dummies的原声OST收录版本,ok,
844,,温もりのそばで、羽を預けて,温もりのそばで、羽を預けて,"絆ダイアローグ系列第20弹，日奈演唱的歌曲，包含着日奈的心意。
nex-tone.link/A00209140
>ブルーアーカイブ　絆ダイアローグ Vol.20 「ヒナ」
ヒナ(CV:広橋涼)",ok,
845,,温もりのそばで、羽を預けて(Instrumental Ver),温もりのそばで、羽を預けて(Instrumental Ver),"温もりのそばで、羽を預けて的无人声版。
nex-tone.link/A00209140
>ブルーアーカイブ　絆ダイアローグ Vol.20 「ヒナ」
ヒナ(CV:広橋涼)",ok,
846,,Dialogue Vol.20「poco a poco」,Dialogue Vol.20「poco a poco」,"专辑「絆ダイアローグ Vol.20」内的广播剧。
>ブルーアーカイブ　絆ダイアローグ Vol.20 「ヒナ」
ヒナ(CV:広橋涼)",ok,
847,,出発進行！ハイランダー！！,出発進行！ハイランダー！！,"絆ダイアローグ系列第16弹，光、望、和青叶同学共同演唱的「出発進行！ハイランダー！！」。
和她们一起在吵闹的列车上旅行吧！
nex-tone.link/A00209139
>ブルーアーカイブ　青春あんさんぶる Vol.16 「ハイランダー」
ハイランダー《ヒカリ(CV:石見舞菜香)、ノゾミ(CV:星谷美緒)、アオバ(CV:田嶌紗蘭)》",ok,
848,,出発進行！ハイランダー！！(Instrumental Ver.),出発進行！ハイランダー！！(Instrumental Ver.),"出発進行！ハイランダー！！的无人声版。
nex-tone.link/A00209139
>ブルーアーカイブ　青春あんさんぶる Vol.16 「ハイランダー」
ハイランダー《ヒカリ(CV:石見舞菜香)、ノゾミ(CV:星谷美緒)、アオバ(CV:田嶌紗蘭)》",ok,
849,,ボイスドラマVol.16「途中下車で行く列車旅」,ボイスドラマVol.16「途中下車で行く列車旅」,"专辑 「青春あんさんぶる Vol.16」内的广播剧。
nex-tone.link/A00209139
>ブルーアーカイブ　青春あんさんぶる Vol.16 「ハイランダー」
ハイランダー《ヒカリ(CV:石見舞菜香)、ノゾミ(CV:星谷美緒)、アオバ(CV:田嶌紗蘭)》",ok,
850,,幸せになるよ,幸せになるよ,,empty,
851,,幸せになるよ(Instrumental Ver.),幸せになるよ(Instrumental Ver.),,empty,
852,,Dialogue Vol.21「君の無邪気な海の希望」,Dialogue Vol.21「君の無邪気な海の希望」,,empty,
853,,Encountered (Title),Encountered (Title),,empty,
854,Theme_248,Theme_248,Theme_248,,empty,
855,Theme_304,Theme_304,Theme_304,,empty,
856,Theme_305,Theme_305,Theme_305,,empty,
857,Theme_306,Theme_306,Theme_306,,empty,
858,Theme_310,Theme_310,Theme_310,,empty,
859,Theme_307,Theme_307,Theme_307,,empty,
860,Theme_312,Theme_312,Theme_312,,empty,
861,Theme_314_Short,游戏内曲目 | Theme_314_Short,Theme_314_Short,,empty,
862,Theme_314_Short2,游戏内曲目 | Theme_314_Short2,Theme_314_Short2,,empty,
863,Theme_328,Theme_328,Theme_328,,empty,
864,Theme_330,Steel Horizon,Steel Horizon,,empty,
865,Theme_331,Theme_331,Theme_331,,empty,
866,Theme_340,Theme_340,Otomegokoro,,empty,
867,Theme_341,Theme_341,Theme_341,,empty,
868,Theme_342,Theme_342,Theme_342,,empty,
869,Theme_308,Theme_308,Brave Time,,empty,
870,Theme_309,Theme_309,Theme_309,,empty,
871,Theme_311,Theme_311,Theme_311,,empty,
872,Theme_316_Light,游戏内曲目 | Theme_316_Light,Theme_316_Light,,empty,
873,Theme_316_Short,游戏内曲目 | Theme_316_Short,Theme_316_Short,,empty,
874,Theme_316,Theme_316,Theme_316,,empty,
875,Theme_329,Theme_329,Theme_329,,empty,
876,Theme_339,Theme_339,Theme_339,,empty,
877,,Mint Choco Days (Album Ver.),Mint Choco Days (Album Ver.),,empty,
878,,Mint Choco Days (Instrumental) (Album Ver.),Mint Choco Days (Instrumental) (Album Ver.),,empty,
879,,"Sensei, what a coincidence to see you at this hour!","Sensei, what a coincidence to see you at this hour!",,empty,
880,,"Sensei, at this hour…","Sensei, at this hour…",,empty,
881,,Prismatic Diary,Prismatic Diary,,empty,
882,,I'm happy… that Sensei liked it,I'm happy… that Sensei liked it,,empty,
883,,The Incandescent Blue and the Comet,The Incandescent Blue and the Comet,,empty,
884,,"I want to be like you, Sensei","I want to be like you, Sensei",,empty,
885,,Prismatic Diary (Instrumental),Prismatic Diary (Instrumental),,empty,
886,,The Incandescent Blue and the Comet (Instrumental),The Incandescent Blue and the Comet (Instrumental),,empty,
887,Theme_144,Theme_144,Theme_144,,empty,
888,Theme_313,Theme_313,Theme_313,,empty,
889,Theme_326,Theme_326,Theme_326,,empty,
890,Theme_327,Theme_327,Theme_327,,empty,
891,,憧れの残響,憧れの残響,,empty,
892,,准备出发！（琵琶版）,准备出发！（琵琶版）,此曲用于国服2026年新春网页活动【鼓乐鸣·钟鼎盛】用曲。,ok,
893,,Flip Flap Festival!（竹笛版）,Flip Flap Festival!（竹笛版）,此曲用于国服2026年新春网页活动【鼓乐鸣·钟鼎盛】用曲。,ok,
894,Theme_334,,The Tsuchinoko is Out There,,empty,
900,,,ボイスドラマVol.17「開発！ボーダーランド湯～園地！」,,empty,
901,,,つかむ希望の空,,empty,
902,,,つかむ希望の空(Instrumental Ver.),,empty,
903,,,Dialogue Vol.22「活動記録～ドラム缶掃除について～」,,empty,
904,,,黒崎コユキはハチャメチャ ALL OK！,,empty,
905,,,02-黒崎コユキはハチャメチャ ALL OK！(Instrumental Ver.),,empty,
906,,,Dialogue Vol.23「恐怖体験！ 密室から脱出せよ！」,,empty,
907,Theme_319,,Theme_319,灵感的小曲！,ok,
908,Theme_320,,Theme_320,灵感的小曲？,ok,
909,Theme_321,,Theme_321,,empty,
910,Theme_322,,Theme_322,,empty,
911,Theme_323,,Theme_323,,empty,
912,Theme_324,,Theme_324,[联邦学生会长?](https://kivo.wiki/data/character/592) 的小曲,ok,
913,Theme_337,,Theme_337,,empty,
914,Theme_338,,Theme_338,,empty,
915,Theme_352,,Theme_352,,empty,
